sku,current_stock,min_stock,label,category,stock_status
SKU-00238,8127.0,43,L'avantage de rouler à sa source,CLOTHING,OK
SKU-00228,12096.0,49,L'avantage de changer plus rapidement,OTHER,OK
SKU-00369,12618.0,21,La liberté d'innover naturellement,ELEC,OK
SKU-00361,13212.0,43,Le confort d'atteindre vos buts à la pointe,CLOTHING,OK
SKU-00268,13725.0,45,L'assurance de changer de manière sûre,ELEC,OK
SKU-00249,13932.0,48,Le plaisir d'atteindre vos buts plus rapidement,TOOLS,OK
SKU-00379,14157.0,6,L'avantage de louer de manière efficace,TOOLS,OK
SKU-00483,14517.0,40,L'avantage d'évoluer de manière sûre,CLOTHING,OK
SKU-00032,14543.0,38,Le plaisir d'évoluer plus facilement,CLOTHING,OK
SKU-00367,14679.0,6,La liberté de changer de manière sûre,OTHER,OK
SKU-00478,14985.0,35,Le confort d'avancer naturellement,ELEC,OK
SKU-00041,15496.0,38,Le plaisir de concrétiser vos projets de manière sûre,ELEC,OK
SKU-00020,15665.0,29,L'avantage d'avancer autrement,ELEC,OK
SKU-00109,15710.0,39,L'assurance d'atteindre vos buts avant-tout,OTHER,OK
SKU-00047,16110.0,16,Le confort d'avancer sans soucis,OTHER,OK
SKU-00490,16119.0,47,Le pouvoir d'évoluer à l'état pur,TOOLS,OK
SKU-00263,16551.0,44,L'assurance de concrétiser vos projets à l'état pur,TOOLS,OK
SKU-00461,16596.0,29,Le confort de rouler en toute tranquilité,OTHER,OK
SKU-00467,16695.0,28,Le plaisir d'évoluer de manière efficace,ELEC,OK
SKU-00460,16722.0,12,Le pouvoir de rouler sans soucis,TOOLS,OK
SKU-00115,16820.0,12,Le droit d'avancer sans soucis,CLOTHING,OK
SKU-00258,16947.0,42,La liberté de rouler plus rapidement,CLOTHING,OK
SKU-00373,16983.0,5,L'art d'évoluer avant-tout,CLOTHING,OK
SKU-00198,17106.0,21,Le confort de changer à la pointe,OTHER,OK
SKU-00259,17109.0,26,Le pouvoir d'atteindre vos buts naturellement,OTHER,OK
SKU-00357,17136.0,28,La possibilité d'atteindre vos buts de manière sûre,OTHER,OK
SKU-00029,17207.0,5,Le droit de rouler plus rapidement,ELEC,OK
SKU-00088,17352.0,4,Le confort d'avancer en toute tranquilité,OTHER,OK
