sku,current_stock,min_stock,label,category,stock_status
SKU-00238,1806.0,43,L'avantage de rouler à sa source,CLOTHING,OK
SKU-00228,2688.0,49,L'avantage de changer plus rapidement,OTHER,OK
SKU-00369,2804.0,21,La liberté d'innover naturellement,ELEC,OK
SKU-00361,2936.0,43,Le confort d'atteindre vos buts à la pointe,CLOTHING,OK
SKU-00268,3050.0,45,L'assurance de changer de manière sûre,ELEC,OK
SKU-00249,3096.0,48,Le plaisir d'atteindre vos buts plus rapidement,TOOLS,OK
SKU-00379,3146.0,6,L'avantage de louer de manière efficace,TOOLS,OK
SKU-00483,3226.0,40,L'avantage d'évoluer de manière sûre,CLOTHING,OK
SKU-00367,3262.0,6,La liberté de changer de manière sûre,OTHER,OK
SKU-00478,3330.0,35,Le confort d'avancer naturellement,ELEC,OK
SKU-00490,3582.0,47,Le pouvoir d'évoluer à l'état pur,TOOLS,OK
SKU-00263,3678.0,44,L'assurance de concrétiser vos projets à l'état pur,TOOLS,OK
SKU-00461,3688.0,29,Le confort de rouler en toute tranquilité,OTHER,OK
SKU-00467,3710.0,28,Le plaisir d'évoluer de manière efficace,ELEC,OK
SKU-00460,3716.0,12,Le pouvoir de rouler sans soucis,TOOLS,OK
SKU-00258,3766.0,42,La liberté de rouler plus rapidement,CLOTHING,OK
SKU-00373,3774.0,5,L'art d'évoluer avant-tout,CLOTHING,OK
SKU-00020,3786.0,29,L'avantage d'avancer autrement,ELEC,OK
SKU-00259,3802.0,26,Le pouvoir d'atteindre vos buts naturellement,OTHER,OK
SKU-00357,3808.0,28,La possibilité d'atteindre vos buts de manière sûre,OTHER,OK
SKU-00428,3874.0,29,La liberté d'avancer à la pointe,FOOD,OK
SKU-00211,3886.0,16,Le plaisir d'innover avant-tout,TOOLS,OK
SKU-00421,3896.0,49,La liberté d'avancer plus facilement,FOOD,OK
SKU-00325,3908.0,0,La liberté de concrétiser vos projets à sa source,FOOD,OK
SKU-00251,3978.0,11,La liberté d'avancer autrement,CLOTHING,OK
SKU-00277,3992.0,29,La possibilité d'avancer autrement,OTHER,OK
SKU-00380,4006.0,9,L'assurance de concrétiser vos projets sans soucis,OTHER,OK
SKU-00115,4031.0,12,Le droit d'avancer sans soucis,CLOTHING,OK
SKU-00234,4034.0,10,L'assurance de rouler plus facilement,ELEC,OK
SKU-00370,4036.0,26,La liberté d'atteindre vos buts en toute tranquilité,CLOTHING,OK
SKU-00332,4038.0,8,Le droit de louer de manière sûre,CLOTHING,OK
SKU-00374,4070.0,27,L'art d'atteindre vos buts plus facilement,FOOD,OK
SKU-00335,4078.0,23,L'art d'avancer plus rapidement,CLOTHING,OK
SKU-00284,4092.0,33,Le plaisir de concrétiser vos projets naturellement,CLOTHING,OK
SKU-00272,4118.0,4,Le plaisir de louer sans soucis,OTHER,OK
SKU-00204,4178.0,41,L'art d'innover à l'état pur,ELEC,OK
SKU-00459,4186.0,34,L'art de changer avant-tout,CLOTHING,OK
SKU-00226,4244.0,5,L'assurance de changer plus rapidement,OTHER,OK
SKU-00229,4274.0,28,L'art d'évoluer de manière sûre,CLOTHING,OK
SKU-00260,4314.0,39,Le confort de louer en toute tranquilité,ELEC,OK
SKU-00419,4334.0,12,L'avantage de changer plus facilement,ELEC,OK
SKU-00383,4342.0,27,Le plaisir d'atteindre vos buts à la pointe,TOOLS,OK
SKU-00198,4345.0,21,Le confort de changer à la pointe,OTHER,OK
SKU-00375,4376.0,35,La possibilité d'avancer avant-tout,TOOLS,OK
SKU-00222,4382.0,11,L'avantage d'évoluer autrement,CLOTHING,OK
SKU-00386,4426.0,22,Le droit de concrétiser vos projets plus facilement,TOOLS,OK
SKU-00289,4470.0,20,L'art de concrétiser vos projets à la pointe,OTHER,OK
SKU-00364,4472.0,17,L'assurance de changer à l'état pur,FOOD,OK
SKU-00338,4490.0,17,L'art de concrétiser vos projets de manière efficace,CLOTHING,OK
SKU-00047,4532.0,16,Le confort d'avancer sans soucis,OTHER,OK
SKU-00360,4544.0,30,La liberté de louer plus facilement,FOOD,OK
SKU-00385,4558.0,11,L'art de louer de manière sûre,TOOLS,OK
SKU-00243,4558.0,28,L'assurance de louer autrement,OTHER,OK
SKU-00413,4568.0,27,Le confort d'innover de manière efficace,FOOD,OK
SKU-00397,4580.0,43,Le confort de changer à la pointe,FOOD,OK
SKU-00359,4622.0,29,La liberté d'avancer naturellement,OTHER,OK
SKU-00215,4652.0,6,La possibilité de louer plus rapidement,OTHER,OK
SKU-00287,4660.0,39,Le plaisir d'avancer sans soucis,TOOLS,OK
SKU-00433,4684.0,20,Le droit de rouler à la pointe,OTHER,OK
SKU-00381,4706.0,6,Le pouvoir d'évoluer en toute tranquilité,CLOTHING,OK
SKU-00363,4718.0,38,Le confort de louer à sa source,FOOD,OK
SKU-00429,4746.0,23,La possibilité de louer plus rapidement,FOOD,OK
SKU-00063,4772.0,25,L'assurance de rouler de manière efficace,FOOD,OK
SKU-00410,4784.0,10,Le droit de changer de manière sûre,FOOD,OK
SKU-00319,4818.0,33,L'avantage de rouler à l'état pur,OTHER,OK
SKU-00029,4831.0,5,Le droit de rouler plus rapidement,ELEC,OK
SKU-00333,4832.0,31,Le plaisir d'atteindre vos buts plus rapidement,FOOD,OK
SKU-00242,4836.0,38,L'art d'évoluer plus rapidement,ELEC,OK
SKU-00207,4846.0,42,L'avantage de rouler sans soucis,ELEC,OK
SKU-00041,4863.0,38,Le plaisir de concrétiser vos projets de manière sûre,ELEC,OK
SKU-00447,4884.0,42,La liberté d'atteindre vos buts à la pointe,TOOLS,OK
SKU-00376,4888.0,42,Le droit d'avancer en toute tranquilité,OTHER,OK
SKU-00010,4933.0,38,La liberté d'innover à sa source,TOOLS,OK
SKU-00109,4937.0,39,L'assurance d'atteindre vos buts avant-tout,OTHER,OK
SKU-00353,4956.0,1,La possibilité de changer plus rapidement,ELEC,OK
SKU-00299,4956.0,37,L'assurance d'atteindre vos buts à l'état pur,ELEC,OK
SKU-00124,4964.0,46,Le droit d'avancer autrement,CLOTHING,OK
SKU-00440,4970.0,50,La liberté d'évoluer à l'état pur,TOOLS,OK
SKU-00400,4978.0,0,La possibilité de louer à l'état pur,OTHER,OK
SKU-00255,5000.0,42,Le pouvoir de rouler sans soucis,CLOTHING,OK
SKU-00213,5010.0,12,L'assurance de concrétiser vos projets de manière sûre,OTHER,OK
SKU-00142,5024.0,39,L'assurance de changer avant-tout,ELEC,OK
SKU-00434,5060.0,3,La liberté d'innover à sa source,CLOTHING,OK
SKU-00417,5062.0,49,L'art d'évoluer à sa source,FOOD,OK
SKU-00210,5106.0,44,La liberté de rouler en toute tranquilité,TOOLS,OK
SKU-00371,5126.0,27,Le plaisir de rouler plus facilement,FOOD,OK
SKU-00265,5164.0,19,Le plaisir d'innover à l'état pur,ELEC,OK
SKU-00488,5168.0,24,L'art d'atteindre vos buts de manière sûre,FOOD,OK
SKU-00221,5172.0,30,Le pouvoir de concrétiser vos projets avant-tout,FOOD,OK
SKU-00298,5228.0,39,La liberté d'atteindre vos buts plus facilement,FOOD,OK
SKU-00088,5256.0,4,Le confort d'avancer en toute tranquilité,OTHER,OK
SKU-00033,5265.0,35,La possibilité d'évoluer en toute tranquilité,OTHER,OK
SKU-00027,5273.0,47,Le confort de louer de manière sûre,OTHER,OK
SKU-00292,5280.0,6,L'art de louer en toute tranquilité,FOOD,OK
SKU-00445,5286.0,38,Le confort de changer autrement,CLOTHING,OK
SKU-00203,5290.0,35,L'assurance d'évoluer plus rapidement,CLOTHING,OK
SKU-00334,5294.0,34,L'avantage d'évoluer à la pointe,FOOD,OK
SKU-00495,5296.0,45,L'assurance d'avancer plus facilement,ELEC,OK
SKU-00264,5298.0,40,Le droit de concrétiser vos projets autrement,FOOD,OK
SKU-00032,5303.0,38,Le plaisir d'évoluer plus facilement,CLOTHING,OK
SKU-00188,5307.0,34,Le droit d'atteindre vos buts autrement,FOOD,OK
SKU-00392,5314.0,3,La liberté de rouler sans soucis,TOOLS,OK
SKU-00244,5324.0,44,Le droit d'atteindre vos buts plus rapidement,CLOTHING,OK
SKU-00202,5346.0,5,La liberté de rouler de manière sûre,OTHER,OK
SKU-00247,5352.0,1,L'art d'atteindre vos buts avant-tout,TOOLS,OK
SKU-00426,5354.0,50,Le droit de louer autrement,CLOTHING,OK
SKU-00261,5358.0,48,L'avantage d'avancer de manière efficace,CLOTHING,OK
