sku,current_stock,min_stock,label,category,stock_status
SKU-00238,6321.0,43,L'avantage de rouler à sa source,CLOTHING,OK
SKU-00228,9408.0,49,L'avantage de changer plus rapidement,OTHER,OK
SKU-00369,9814.0,21,La liberté d'innover naturellement,ELEC,OK
SKU-00361,10276.0,43,Le confort d'atteindre vos buts à la pointe,CLOTHING,OK
SKU-00268,10675.0,45,L'assurance de changer de manière sûre,ELEC,OK
SKU-00249,10836.0,48,Le plaisir d'atteindre vos buts plus rapidement,TOOLS,OK
SKU-00379,11011.0,6,L'avantage de louer de manière efficace,TOOLS,OK
SKU-00483,11291.0,40,L'avantage d'évoluer de manière sûre,CLOTHING,OK
SKU-00367,11417.0,6,La liberté de changer de manière sûre,OTHER,OK
SKU-00478,11655.0,35,Le confort d'avancer naturellement,ELEC,OK
SKU-00032,11903.0,38,Le plaisir d'évoluer plus facilement,CLOTHING,OK
SKU-00020,12271.0,29,L'avantage d'avancer autrement,ELEC,OK
SKU-00041,12458.0,38,Le plaisir de concrétiser vos projets de manière sûre,ELEC,OK
SKU-00490,12537.0,47,Le pouvoir d'évoluer à l'état pur,TOOLS,OK
SKU-00109,12632.0,39,L'assurance d'atteindre vos buts avant-tout,OTHER,OK
SKU-00047,12802.0,16,Le confort d'avancer sans soucis,OTHER,OK
SKU-00263,12873.0,44,L'assurance de concrétiser vos projets à l'état pur,TOOLS,OK
SKU-00461,12908.0,29,Le confort de rouler en toute tranquilité,OTHER,OK
SKU-00467,12985.0,28,Le plaisir d'évoluer de manière efficace,ELEC,OK
SKU-00460,13006.0,12,Le pouvoir de rouler sans soucis,TOOLS,OK
SKU-00115,13166.0,12,Le droit d'avancer sans soucis,CLOTHING,OK
SKU-00258,13181.0,42,La liberté de rouler plus rapidement,CLOTHING,OK
SKU-00373,13209.0,5,L'art d'évoluer avant-tout,CLOTHING,OK
SKU-00259,13307.0,26,Le pouvoir d'atteindre vos buts naturellement,OTHER,OK
SKU-00357,13328.0,28,La possibilité d'atteindre vos buts de manière sûre,OTHER,OK
SKU-00198,13460.0,21,Le confort de changer à la pointe,OTHER,OK
SKU-00428,13559.0,29,La liberté d'avancer à la pointe,FOOD,OK
SKU-00211,13601.0,16,Le plaisir d'innover avant-tout,TOOLS,OK
SKU-00421,13636.0,49,La liberté d'avancer plus facilement,FOOD,OK
SKU-00029,13671.0,5,Le droit de rouler plus rapidement,ELEC,OK
SKU-00325,13678.0,0,La liberté de concrétiser vos projets à sa source,FOOD,OK
SKU-00088,13896.0,4,Le confort d'avancer en toute tranquilité,OTHER,OK
SKU-00251,13923.0,11,La liberté d'avancer autrement,CLOTHING,OK
SKU-00277,13972.0,29,La possibilité d'avancer autrement,OTHER,OK
SKU-00380,14021.0,9,L'assurance de concrétiser vos projets sans soucis,OTHER,OK
SKU-00234,14119.0,10,L'assurance de rouler plus facilement,ELEC,OK
SKU-00370,14126.0,26,La liberté d'atteindre vos buts en toute tranquilité,CLOTHING,OK
SKU-00332,14133.0,8,Le droit de louer de manière sûre,CLOTHING,OK
SKU-00374,14245.0,27,L'art d'atteindre vos buts plus facilement,FOOD,OK
SKU-00335,14273.0,23,L'art d'avancer plus rapidement,CLOTHING,OK
SKU-00284,14322.0,33,Le plaisir de concrétiser vos projets naturellement,CLOTHING,OK
SKU-00272,14413.0,4,Le plaisir de louer sans soucis,OTHER,OK
SKU-00178,14480.0,1,Le plaisir de rouler à l'état pur,ELEC,OK
SKU-00204,14623.0,41,L'art d'innover à l'état pur,ELEC,OK
SKU-00459,14651.0,34,L'art de changer avant-tout,CLOTHING,OK
SKU-00226,14854.0,5,L'assurance de changer plus rapidement,OTHER,OK
SKU-00229,14959.0,28,L'art d'évoluer de manière sûre,CLOTHING,OK
SKU-00063,14982.0,25,L'assurance de rouler de manière efficace,FOOD,OK
SKU-00260,15099.0,39,Le confort de louer en toute tranquilité,ELEC,OK
SKU-00034,15154.0,43,Le pouvoir de louer naturellement,FOOD,OK
SKU-00419,15169.0,12,L'avantage de changer plus facilement,ELEC,OK
SKU-00124,15179.0,46,Le droit d'avancer autrement,CLOTHING,OK
SKU-00383,15197.0,27,Le plaisir d'atteindre vos buts à la pointe,TOOLS,OK
SKU-00033,15255.0,35,La possibilité d'évoluer en toute tranquilité,OTHER,OK
SKU-00375,15316.0,35,La possibilité d'avancer avant-tout,TOOLS,OK
SKU-00222,15337.0,11,L'avantage d'évoluer autrement,CLOTHING,OK
SKU-00142,15389.0,39,L'assurance de changer avant-tout,ELEC,OK
SKU-00386,15491.0,22,Le droit de concrétiser vos projets plus facilement,TOOLS,OK
SKU-00289,15645.0,20,L'art de concrétiser vos projets à la pointe,OTHER,OK
SKU-00364,15652.0,17,L'assurance de changer à l'état pur,FOOD,OK
SKU-00010,15693.0,38,La liberté d'innover à sa source,TOOLS,OK
SKU-00338,15715.0,17,L'art de concrétiser vos projets de manière efficace,CLOTHING,OK
SKU-00161,15841.0,24,L'assurance d'évoluer plus rapidement,ELEC,OK
SKU-00154,15883.0,40,L'assurance de rouler sans soucis,OTHER,OK
SKU-00360,15904.0,30,La liberté de louer plus facilement,FOOD,OK
SKU-00385,15953.0,11,L'art de louer de manière sûre,TOOLS,OK
SKU-00243,15953.0,28,L'assurance de louer autrement,OTHER,OK
SKU-00413,15988.0,27,Le confort d'innover de manière efficace,FOOD,OK
SKU-00397,16030.0,43,Le confort de changer à la pointe,FOOD,OK
SKU-00143,16096.0,26,L'assurance de rouler à sa source,FOOD,OK
SKU-00359,16177.0,29,La liberté d'avancer naturellement,OTHER,OK
SKU-00215,16282.0,6,La possibilité de louer plus rapidement,OTHER,OK
SKU-00287,16310.0,39,Le plaisir d'avancer sans soucis,TOOLS,OK
SKU-00149,16348.0,29,Le pouvoir de concrétiser vos projets plus rapidement,ELEC,OK
SKU-00046,16363.0,42,La possibilité d'évoluer de manière efficace,ELEC,OK
SKU-00433,16394.0,20,Le droit de rouler à la pointe,OTHER,OK
SKU-00381,16471.0,6,Le pouvoir d'évoluer en toute tranquilité,CLOTHING,OK
SKU-00028,16482.0,23,La possibilité de rouler sans soucis,CLOTHING,OK
SKU-00363,16513.0,38,Le confort de louer à sa source,FOOD,OK
SKU-00429,16611.0,23,La possibilité de louer plus rapidement,FOOD,OK
SKU-00013,16658.0,36,La liberté de changer à l'état pur,OTHER,OK
SKU-00410,16744.0,10,Le droit de changer de manière sûre,FOOD,OK
SKU-00188,16852.0,34,Le droit d'atteindre vos buts autrement,FOOD,OK
SKU-00164,16857.0,48,Le pouvoir d'innover à la pointe,TOOLS,OK
SKU-00319,16863.0,33,L'avantage de rouler à l'état pur,OTHER,OK
SKU-00333,16912.0,31,Le plaisir d'atteindre vos buts plus rapidement,FOOD,OK
SKU-00242,16926.0,38,L'art d'évoluer plus rapidement,ELEC,OK
SKU-00207,16961.0,42,L'avantage de rouler sans soucis,ELEC,OK
SKU-00179,16997.0,8,Le confort d'innover à la pointe,ELEC,OK
SKU-00447,17094.0,42,La liberté d'atteindre vos buts à la pointe,TOOLS,OK
SKU-00376,17108.0,42,Le droit d'avancer en toute tranquilité,OTHER,OK
SKU-00093,17153.0,42,Le pouvoir de changer plus facilement,OTHER,OK
