sku,current_stock,min_stock,label,category,stock_status
SKU-00238,7224.0,43,L'avantage de rouler à sa source,CLOTHING,OK
SKU-00228,10752.0,49,L'avantage de changer plus rapidement,OTHER,OK
SKU-00369,11216.0,21,La liberté d'innover naturellement,ELEC,OK
SKU-00361,11744.0,43,Le confort d'atteindre vos buts à la pointe,CLOTHING,OK
SKU-00268,12200.0,45,L'assurance de changer de manière sûre,ELEC,OK
SKU-00249,12384.0,48,Le plaisir d'atteindre vos buts plus rapidement,TOOLS,OK
SKU-00379,12584.0,6,L'avantage de louer de manière efficace,TOOLS,OK
SKU-00483,12904.0,40,L'avantage d'évoluer de manière sûre,CLOTHING,OK
SKU-00367,13048.0,6,La liberté de changer de manière sûre,OTHER,OK
SKU-00032,13223.0,38,Le plaisir d'évoluer plus facilement,CLOTHING,OK
SKU-00478,13320.0,35,Le confort d'avancer naturellement,ELEC,OK
SKU-00020,13968.0,29,L'avantage d'avancer autrement,ELEC,OK
SKU-00041,13977.0,38,Le plaisir de concrétiser vos projets de manière sûre,ELEC,OK
SKU-00109,14171.0,39,L'assurance d'atteindre vos buts avant-tout,OTHER,OK
SKU-00490,14328.0,47,Le pouvoir d'évoluer à l'état pur,TOOLS,OK
SKU-00047,14456.0,16,Le confort d'avancer sans soucis,OTHER,OK
SKU-00263,14712.0,44,L'assurance de concrétiser vos projets à l'état pur,TOOLS,OK
SKU-00461,14752.0,29,Le confort de rouler en toute tranquilité,OTHER,OK
SKU-00467,14840.0,28,Le plaisir d'évoluer de manière efficace,ELEC,OK
SKU-00460,14864.0,12,Le pouvoir de rouler sans soucis,TOOLS,OK
SKU-00115,14993.0,12,Le droit d'avancer sans soucis,CLOTHING,OK
SKU-00258,15064.0,42,La liberté de rouler plus rapidement,CLOTHING,OK
SKU-00373,15096.0,5,L'art d'évoluer avant-tout,CLOTHING,OK
SKU-00259,15208.0,26,Le pouvoir d'atteindre vos buts naturellement,OTHER,OK
SKU-00357,15232.0,28,La possibilité d'atteindre vos buts de manière sûre,OTHER,OK
SKU-00198,15283.0,21,Le confort de changer à la pointe,OTHER,OK
SKU-00029,15439.0,5,Le droit de rouler plus rapidement,ELEC,OK
SKU-00428,15496.0,29,La liberté d'avancer à la pointe,FOOD,OK
SKU-00211,15544.0,16,Le plaisir d'innover avant-tout,TOOLS,OK
SKU-00421,15584.0,49,La liberté d'avancer plus facilement,FOOD,OK
SKU-00088,15624.0,4,Le confort d'avancer en toute tranquilité,OTHER,OK
SKU-00325,15632.0,0,La liberté de concrétiser vos projets à sa source,FOOD,OK
SKU-00251,15912.0,11,La liberté d'avancer autrement,CLOTHING,OK
SKU-00277,15968.0,29,La possibilité d'avancer autrement,OTHER,OK
SKU-00380,16024.0,9,L'assurance de concrétiser vos projets sans soucis,OTHER,OK
SKU-00234,16136.0,10,L'assurance de rouler plus facilement,ELEC,OK
SKU-00370,16144.0,26,La liberté d'atteindre vos buts en toute tranquilité,CLOTHING,OK
SKU-00332,16152.0,8,Le droit de louer de manière sûre,CLOTHING,OK
SKU-00178,16259.0,1,Le plaisir de rouler à l'état pur,ELEC,OK
SKU-00374,16280.0,27,L'art d'atteindre vos buts plus facilement,FOOD,OK
SKU-00335,16312.0,23,L'art d'avancer plus rapidement,CLOTHING,OK
SKU-00284,16368.0,33,Le plaisir de concrétiser vos projets naturellement,CLOTHING,OK
SKU-00272,16472.0,4,Le plaisir de louer sans soucis,OTHER,OK
SKU-00204,16712.0,41,L'art d'innover à l'état pur,ELEC,OK
SKU-00459,16744.0,34,L'art de changer avant-tout,CLOTHING,OK
SKU-00226,16976.0,5,L'assurance de changer plus rapidement,OTHER,OK
SKU-00063,17024.0,25,L'assurance de rouler de manière efficace,FOOD,OK
SKU-00034,17095.0,43,Le pouvoir de louer naturellement,FOOD,OK
SKU-00229,17096.0,28,L'art d'évoluer de manière sûre,CLOTHING,OK
SKU-00124,17222.0,46,Le droit d'avancer autrement,CLOTHING,OK
SKU-00033,17253.0,35,La possibilité d'évoluer en toute tranquilité,OTHER,OK
SKU-00260,17256.0,39,Le confort de louer en toute tranquilité,ELEC,OK
SKU-00419,17336.0,12,L'avantage de changer plus facilement,ELEC,OK
SKU-00383,17368.0,27,Le plaisir d'atteindre vos buts à la pointe,TOOLS,OK
SKU-00142,17462.0,39,L'assurance de changer avant-tout,ELEC,OK
SKU-00375,17504.0,35,La possibilité d'avancer avant-tout,TOOLS,OK
SKU-00222,17528.0,11,L'avantage d'évoluer autrement,CLOTHING,OK
SKU-00386,17704.0,22,Le droit de concrétiser vos projets plus facilement,TOOLS,OK
SKU-00161,17811.0,24,L'assurance d'évoluer plus rapidement,ELEC,OK
SKU-00010,17845.0,38,La liberté d'innover à sa source,TOOLS,OK
SKU-00289,17880.0,20,L'art de concrétiser vos projets à la pointe,OTHER,OK
SKU-00364,17888.0,17,L'assurance de changer à l'état pur,FOOD,OK
SKU-00154,17940.0,40,L'assurance de rouler sans soucis,OTHER,OK
SKU-00338,17960.0,17,L'art de concrétiser vos projets de manière efficace,CLOTHING,OK
SKU-00143,18047.0,26,L'assurance de rouler à sa source,FOOD,OK
SKU-00360,18176.0,30,La liberté de louer plus facilement,FOOD,OK
SKU-00385,18232.0,11,L'art de louer de manière sûre,TOOLS,OK
SKU-00243,18232.0,28,L'assurance de louer autrement,OTHER,OK
SKU-00413,18272.0,27,Le confort d'innover de manière efficace,FOOD,OK
SKU-00397,18320.0,43,Le confort de changer à la pointe,FOOD,OK
SKU-00046,18403.0,42,La possibilité d'évoluer de manière efficace,ELEC,OK
SKU-00149,18434.0,29,Le pouvoir de concrétiser vos projets plus rapidement,ELEC,OK
SKU-00359,18488.0,29,La liberté d'avancer naturellement,OTHER,OK
SKU-00215,18608.0,6,La possibilité de louer plus rapidement,OTHER,OK
SKU-00028,18637.0,23,La possibilité de rouler sans soucis,CLOTHING,OK
SKU-00287,18640.0,39,Le plaisir d'avancer sans soucis,TOOLS,OK
SKU-00433,18736.0,20,Le droit de rouler à la pointe,OTHER,OK
SKU-00013,18800.0,36,La liberté de changer à l'état pur,OTHER,OK
SKU-00381,18824.0,6,Le pouvoir d'évoluer en toute tranquilité,CLOTHING,OK
SKU-00363,18872.0,38,Le confort de louer à sa source,FOOD,OK
SKU-00429,18984.0,23,La possibilité de louer plus rapidement,FOOD,OK
SKU-00164,19060.0,48,Le pouvoir d'innover à la pointe,TOOLS,OK
SKU-00179,19116.0,8,Le confort d'innover à la pointe,ELEC,OK
SKU-00410,19136.0,10,Le droit de changer de manière sûre,FOOD,OK
SKU-00188,19161.0,34,Le droit d'atteindre vos buts autrement,FOOD,OK
SKU-00319,19272.0,33,L'avantage de rouler à l'état pur,OTHER,OK
SKU-00333,19328.0,31,Le plaisir d'atteindre vos buts plus rapidement,FOOD,OK
SKU-00242,19344.0,38,L'art d'évoluer plus rapidement,ELEC,OK
SKU-00207,19384.0,42,L'avantage de rouler sans soucis,ELEC,OK
SKU-00093,19506.0,42,Le pouvoir de changer plus facilement,OTHER,OK
SKU-00447,19536.0,42,La liberté d'atteindre vos buts à la pointe,TOOLS,OK
SKU-00376,19552.0,42,Le droit d'avancer en toute tranquilité,OTHER,OK
SKU-00035,19719.0,49,L'art de rouler sans soucis,OTHER,OK
SKU-00299,19824.0,37,L'assurance d'atteindre vos buts à l'état pur,ELEC,OK
SKU-00353,19824.0,1,La possibilité de changer plus rapidement,ELEC,OK
SKU-00061,19879.0,22,L'avantage de changer à sa source,FOOD,OK
SKU-00440,19880.0,50,La liberté d'évoluer à l'état pur,TOOLS,OK
SKU-00400,19912.0,0,La possibilité de louer à l'état pur,OTHER,OK
SKU-00192,19994.0,45,L'art d'atteindre vos buts à l'état pur,TOOLS,OK
SKU-00255,20000.0,42,Le pouvoir de rouler sans soucis,CLOTHING,OK
SKU-00213,20040.0,12,L'assurance de concrétiser vos projets de manière sûre,OTHER,OK
SKU-00171,20225.0,29,L'art d'atteindre vos buts avant-tout,CLOTHING,OK
SKU-00434,20240.0,3,La liberté d'innover à sa source,CLOTHING,OK
SKU-00417,20248.0,49,L'art d'évoluer à sa source,FOOD,OK
SKU-00098,20358.0,32,L'art de louer à la pointe,ELEC,OK
SKU-00005,20420.0,14,L'avantage d'innover de manière sûre,OTHER,OK
SKU-00210,20424.0,44,La liberté de rouler en toute tranquilité,TOOLS,OK
SKU-00371,20504.0,27,Le plaisir de rouler plus facilement,FOOD,OK
SKU-00027,20621.0,47,Le confort de louer de manière sûre,OTHER,OK
SKU-00265,20656.0,19,Le plaisir d'innover à l'état pur,ELEC,OK
SKU-00488,20672.0,24,L'art d'atteindre vos buts de manière sûre,FOOD,OK
SKU-00221,20688.0,30,Le pouvoir de concrétiser vos projets avant-tout,FOOD,OK
SKU-00092,20818.0,39,Le confort de rouler de manière sûre,OTHER,OK
SKU-00072,20890.0,50,L'assurance d'évoluer de manière sûre,CLOTHING,OK
SKU-00122,20909.0,37,L'art d'atteindre vos buts à l'état pur,TOOLS,OK
SKU-00298,20912.0,39,La liberté d'atteindre vos buts plus facilement,FOOD,OK
SKU-00090,20994.0,15,Le droit d'atteindre vos buts à l'état pur,TOOLS,OK
SKU-00040,21007.0,9,Le confort d'innover naturellement,OTHER,OK
